medcode,readterm,cci_1mi,cci_1ccf,cci_1pad,cci_1stroke,cci_1dement,cci_1resp,cci_1ctd,cci_1peptic,cci_1liver,cci_2hemi,cci_2renal,cci_2diabcomp,cci_2cancer,cci_2leuk,cci_2lymph,cci_3liver,cci_6mets,cci_6hiv
104475,Subacute myelomonocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104788,Acute myeloblastic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104939,Adult T-cell lymphoma/leukaemia (HTLV-1-associated),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
105069,Juvenile myelomonocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
105957,"Chronic myeloid leukaemia, BCR/ABL positive",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
106197,[M]Basophilic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
106483,[M]Subacute myeloid leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
106924,Clinical stage B chronic lymphocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107017,Chronic lymphocytic leukaemia of B-cell type,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107052,Clinical stage A chronic lymphocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107163,Clinical stage C chronic lymphocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107236,"Atypical chronic myeloid leukaemia, BCR/ABL negative",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107643,T-cell prolymphocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
107773,[M]Eosinophilic leukaemia NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108316,[M]Miscellaneous leukaemia NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108424,Acute monoblastic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108656,B-cell prolymphocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108715,Histiocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108964,[M]Juvenile myelomonocytic leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
17177,H/O: * leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
36693,[V]Personal history of leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
53477,[V]Follow-up examination after chemotherapy for leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
94597,[V]Personal history of lymphoid leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
103645,H/O: * other lymph/haematopoi.,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3672,[M]Myeloma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4944,Multiple myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15211,Myelomatosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
18744,[M]Multiple myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
19028,Solitary myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21329,Plasmacytoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
22158,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31671,[M]Plasma cell myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39187,Plasma cell leukaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39490,[M]Plasmacytic myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43312,Myeloma - solitary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43552,Kahler's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
46042,Lambda light chain myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
52946,Bone marrow: myeloma cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
53647,[M]Myelomatosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59663,Neoplasm of uncertain behaviour of plasma cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60433,Osteoporosis in multiple myelomatosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63864,[M]Plasmacytoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64618,[M]Plasma cell leukaemias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
73135,[M]Solitary myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
99702,"[M]Plasma cell tumour, malignant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
102164,[M]Monostotic myeloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
104418,Solitary plasmacytoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
38321,Plasmacytoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37182,Multiple myeloma and immunoproliferative neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43450,Immunoproliferative neoplasm or myeloma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40561,[V]Personal history of Hodgkin's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
72204,[V]Personal history other lymphatic/haematopoietic neoplasm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51182,H/O: * other lymph/haematopoi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1481,Reticulosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1483,[M]Lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2462,Hodgkin's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3371,[M]Non Hodgkins lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3604,Non - Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3845,Eosinophilic granuloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4870,"Histiocytosis X (acute, progressive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5179,Nodular lymphoma (Brill - Symmers disease),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7940,[X]Non-Hodgkin's lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8649,"[X]Non-Hodgkin's lymphoma, unspecified type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9172,[M]Waldenstrom's macroglobulinaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10411,Waldenstrom's macroglobulinaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12006,Mycosis fungoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12323,Malignant neoplasm of lymphatic and haemopoietic tissue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12335,Malignant lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12464,Peripheral T-cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15027,Malignant lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15036,Malignant mast cell tumours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15504,Malignant lymphoma NOS of lymph nodes of multiple sites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
16460,"[M]Malignant lymphoma, non Hodgkin's type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
16527,Macroglobulinaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
16774,[M] Cutaneous lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
17178,"[M]Lymphomas, NOS or diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
17182,Follicular lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
17460,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
17887,Malignant lymphoma otherwise specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
18383,[M] Large cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
19140,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20437,"[M]Lymphomas, nodular or follicular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20710,[M]Hodgkin's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21402,Burkitt's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21463,[M]Lymphocytic lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21549,Follicular non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
23711,"[M]Malignant lymphoma, diffuse NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
26111,Lymphomatoid papulosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
26135,[M] Alpha heavy chain disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27416,Lymphosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27562,[M]Follicular lymphosarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27965,[M]AngiocentricT-cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
28639,Follicular non-Hodgkin's small cleaved cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29178,"Hodgkin's disease, nodular sclerosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29876,"Hodgkin's, lymphocytic-histiocytic predominance NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
30646,Malignant neoplasm lymphatic or haematopoietic tissue OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31324,Mast cell malignancy of lymph nodes of multiple sites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31492,[M] Monocytoid B-cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31537,"[M]Hodgkin,s disease, lymphocytic predominance, nodular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31576,Other types of follicular non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31726,"[M]Malignant lymphoma, small cleaved cell, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31741,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic deplet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31749,[M]Monocytoid B-cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31794,Unspecified B-cell non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
32240,Lymphoma stage III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33333,Other malignant neoplasm of lymphoid and histiocytic tissue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33869,"[M]Malignant lymphoma, large cell, diffuse NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34089,Malignant lymphoma NOS of lymph nodes of axilla and arm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34352,[M]Lymphoblastic lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
34926,Letterer-Siwe disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
35014,Sezary's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
36114,[M]Malignant lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
36736,"Histiocytosis X , unspecified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37112,Malignant neoplasm of histiocytic tissue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
38005,Mycosis fungoides NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
38939,"Hodgkin's disease, lymphocytic-histiocytic predominance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39798,"Diffuse non-Hodgkin's lymphoma, unspecified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39883,"[M]Malig lymp, follicular centre cell, cleaved, follicular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39906,"[M]Malignant lymphoma, centrocytic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40000,Langerhans' cell histiocytosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40508,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40513,"[M]Lymphoma, nodular or follicular NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40740,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40766,[M] Peripheral T-cell lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
40991,Lymphoma staging system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41369,Lymphosarcoma and reticulosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41754,"[M]Malignant lymphoma, lymphoplasmacytoid type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41841,"[M]Malignant lymphoma, follicular centre cell NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
42198,"[M]Hodgkin's disease, nodular sclerosis NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
42461,Hodgkin's disease NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
42579,Malignant lymphoma NOS of intra-abdominal lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
42769,[M]Hodgkin's disease NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
43415,[X]Other Hodgkin's disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
44196,Hodgkin's granuloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
44267,Malignant histiocytosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
44318,Oth and unspecif peripheral & cutaneous T-cell lymphomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
45264,"Nodular lymphoma of lymph nodes of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
45768,[M]Acute progressive histiocytosis X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
46877,"[M]Malignant lymphoma, small lymphocytic NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
46931,"[M]Malignant lymphoma, stem cell type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
46967,[M]Mycosis fungoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
47204,Letterer-Siwe disease NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
47330,[M]HISTIOCYTIC MEDULLARY RETICULOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
48253,"[M]Malignant lymphoma, immunoblastic type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49253,[M]Giant follicular lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49262,Follicular non-Hodgkin's large cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49301,Malignant neoplasm lymphatic or haematopoietic tissue NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49605,"Hodgkin's disease, mixed cellularity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
49825,[M]Reticulum cell sarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
50668,Diffuse non-Hodgkin's small cell (diffuse) lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
50695,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
50696,"Malignant lymphoma NOS of lymph nodes of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51285,"[M]Hodgkin's disease, mixed cellularity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51680,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51718,"Histiocytosis X , chronic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51852,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
51895,"[M]Lymphoma, diffuse or NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
52591,[M]LYMPHOBLASTOMA NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
52593,[M] Gamma heavy chain disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
53397,Hodgkin's disease NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
53551,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
54083,Letterer-Siwe disease of lymph nodes of multiple sites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
54190,[M] Angioimmunoblastic lymphadenopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
54411,Hand - Schuller - Christian disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
55303,"Hodgkin's nodular sclerosis of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
56041,"[M]Hodgkin's disease, lymphocytic predominance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57225,"Hodgkin's disease, nodular sclerosis of unspecified site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57427,Malignant lymphoma NOS of unspecified site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57509,Waldenstrom's hypergammaglobulinaemic purpura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57544,[M]True histiocytic lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
57737,Lymphoepithelioid lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58015,[M]Malignant lymphomatous polyposis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58082,Nodular lymphoma of lymph nodes of multiple sites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58684,Hodgkin's mixed cellularity of intrathoracic lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58871,Malignant histiocytosis NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58953,"[M]Malig lymp,follicular centre cell,noncleaved,follicular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
58962,Malignant immunoproliferative small intestinal disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59115,"Burkitt's lymphoma of lymph nodes of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59593,[M]Letterer - Siwe disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59755,Hodgkin's disease NOS of intrathoracic lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59778,"Hodgkin's disease NOS of lymph nodes of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60092,Malignant lymphoma NOS of spleen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60242,Reticulosarcoma of unspecified site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60275,"[M]Malignant lymphoma, centroblastic type NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60504,[M]Lymphocytic lymphosarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
60918,Lymphoma stage I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
61149,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
61251,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
61662,"Hodgkin's disease NOS, unspecified site",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
61997,[M]Hodgkin's disease NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
62380,Lymphosarcoma of intrathoracic lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
62437,Malignant reticulosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63054,"Hodgkin's disease, nodular sclerosis NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63105,Malignant lymphoma NOS of lymph node inguinal region and leg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63239,[M]Malignant histiocytosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63375,[X]Unspecified B-cell non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63625,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63699,"[M]Malignant lymphoma, nodular NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63723,Lymphosarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63973,[M]Microglioma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63994,"[M]Malignant lymphoma, large cell, cleaved, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64036,Hodgkin's sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64336,[X]Other specified types of non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64343,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64427,Unspec malig neop lymphoid/histiocytic lymph node head/neck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64515,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64670,Lymphosarcoma of intra-abdominal lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64947,[M]Brill - Symmers' disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65180,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65434,Malignant neoplasms of lymphoid and histiocytic tissue NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65483,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65489,Hodgkin's paragranuloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65584,"[M]Hodgkin,s disease, lymphocytic predominance, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65642,Malignant histiocytosis of intra-abdominal lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
65701,Nodular lymphoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
66327,Nodular lymphoma of unspecified site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
66603,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
67203,[M]Lymphoblastic lymphosarcoma NOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
67339,[M]MALIGNANT MASTOCYTOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
67506,Hodgkin's nodular sclerosis of intrathoracic lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
67518,[X]Other types of follicular non-Hodgkin's lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
67703,"Hodgkin's disease, lymphocytic depletion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68039,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68330,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68964,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69301,"[M]Malignant lymphoma, convoluted cell type NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69497,Malignant histiocytosis of unspecified site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
69980,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70374,Reticulosarcoma of intra-abdominal lymph nodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70509,Diffuse non-Hodgkin's centroblastic lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70716,Immunoproliferative neoplasm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70740,[M]Malignant reticulosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70842,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
71031,"Reticulosarcoma of lymph nodes of head, face and neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
